-273.4834,-440.1126,279.4253,41.9987
426.6832,173.1032,-408.1964,-103.6845
185.1245,311.2693,462.0238,372.636
-393.1933,338.8011,-471.3404,-144.8067
-130.0182,-404.9739,453.0018,157.4999
186.9316,114.3029,137.456,305.6666
15.6332,-384.4123,-423.8077,172.767
-332.7569,486.6295,-150.9304,418.7399
482.1111,220.1022,-477.7571,65.2659
498.543,94.7939,461.3363,395.2979
61.4751,200.3377,-141.9313,-58.1799
-63.5733,370.1252,49.4294,-7.1421
-251.8604,-395.2252,445.4741,42.2092
92.4607,364.6518,95.1827,-313.9799
351.1221,165.5514,-371.3431,386.0442
-89.8475,2.9051,402.8576,429.6652
177.5954,-105.6046,-291.3955,335.2699
-330.3838,191.5529,286.6798,-462.1369
61.5692,38.7754,498.5103,78.709
-299.9775,-6.4326,335.1493,240.3527
269.6202,95.3968,-212.8054,171.1575
38.8505,-262.7681,148.4778,-493.7478
488.1113,359.5777,490.5974,-98.8852
-340.4015,-420.5083,443.7013,122.3237
305.262,263.7614,-336.5736,344.7768
220.4559,-303.6309,243.3973,236.3582
340.3363,421.8349,197.5566,-372.3944
144.6297,-186.1763,308.2433,-310.0157
350.7548,419.4734,-406.638,217.6443
168.2079,-440.2606,-404.3566,-424.3343
-343.0058,373.6888,-3.6421,-391.1968
-234.0951,-266.789,-324.9591,19.8159
283.3155,-346.0306,315.1802,-301.9256
-199.4881,-475.8555,153.5608,109.8656
348.2531,336.9828,-462.9633,344.8228
24.8119,420.0998,132.1988,-189.0391
-479.1209,-179.3822,413.9638,-213.854
15.0619,-346.0706,-477.8524,424.6282
-292.5064,477.8771,431.7674,-401.0646
432.7545,101.9571,-241.4417,-404.1781
221.2744,-266.2002,-300.7672,-245.1299
21.349,115.6779,458.9858,-345.1669
487.39,-129.9416,20.9294,-52.8105
246.3615,207.3524,6.5466,-242.2939
63.1301,208.2716,494.4184,35.7111
-229.5013,-493.6814,432.443,-197.3037
-148.7488,-330.3727,-298.1538,281.3129
-146.2448,-87.3705,423.8019,-361.1095
-487.5629,53.1815,-196.6468,288.0915
242.671,-491.5897,274.6559,340.2118
-30.7708,-308.8778,-345.9804,-191.9843
474.3537,177.1389,230.7916,-168.3482
408.4329,-293.372,-366.2355,59.1716
184.3662,165.8213,-390.3893,122.978
448.2266,-105.0452,-22.8302,89.8615
-293.3907,-100.9854,89.9965,-331.8503
171.4613,269.545,-372.9667,447.4486
-484.1916,121.5657,-181.4174,-193.8237
-57.8034,45.4068,-208.8352,-97.2497
222.2076,106.6117,-221.0819,-271.4993
-61.0113,-46.3866,129.8143,245.0008
328.9163,-178.8629,-24.7303,-88.9104
-364.5939,-78.3065,-445.0757,159.3496
-92.3309,-423.2791,-425.0541,283.1719
245.6952,428.7964,-445.3381,-364.6806
419.3257,14.2339,-394.3504,-266.3912
500.2689,42.3197,149.5421,-180.312
-130.8382,114.7332,62.0131,-78.3135
16.6401,362.9574,-280.5783,309.3544
-136.8587,-434.3202,422.6421,-113.5494
-449.0491,499.2712,-384.905,156.4733
-416.0573,318.508,-217.5921,-354.3897
363.2711,276.3938,171.5442,29.7064
219.9649,449.7358,311.929,-427.9089
-180.7093,340.9746,91.8963,-345.1862
113.1842,-86.9616,-86.379,-6.2358
-228.1609,290.4112,423.1734,324.5969
499.2095,-465.5694,54.9228,-323.2739
71.4973,-178.1766,332.5401,-181.6525
-225.007,342.1073,-59.3077,81.8559
463.2599,157.4076,-293.157,378.336
-276.9592,125.3885,395.2433,433.3066
241.9613,477.388,284.6495,-75.7671
182.6711,-421.2481,-456.2475,-71.2902
428.6094,-261.705,85.647,79.3051
425.2698,-187.0576,221.2036,264.7381
237.6181,-280.3984,488.0297,382.2525
-367.6126,466.2028,278.2395,421.0246
-1.3643,-242.83,166.7083,93.2027
-147.7758,-107.4605,393.8864,422.5449
106.2256,-387.9771,17.2378,424.0045
332.3879,-163.9562,219.9721,-278.4008
-370.9081,187.218,138.4173,68.0232
-167.7369,243.1991,61.5727,-133.7779
-415.9154,-303.7998,-17.7887,51.3671
-113.5276,-359.7907,-206.6624,399.9385
-84.9306,-58.3704,-441.9144,-118.9751
-213.6979,37.3259,329.1702,-404.9755
-422.92,-410.1158,224.9775,-67.5422
359.8112,441.8277,-492.365,-226.8671
-320.6381,-212.587,-118.6999,-291.4667
-456.639,-369.7236,149.0279,121.3018
283.3107,414.0082,146.7632,-336.7566
247.6456,-123.136,-497.0327,337.5459
-196.1513,324.6088,307.3655,-108.5484
-311.4922,-393.0214,-497.0831,130.4053
-358.2471,277.86,314.8878,-88.5929
-346.5443,198.9985,334.0559,462.1654
18.8337,-189.8434,297.3095,-477.8158
-213.8392,395.855,-402.7302,494.1663
131.41,-459.9982,-113.8823,-242.7291
45.9554,243.8047,-290.9129,47.7571
498.7295,51.901,86.1646,-369.4873
148.9614,130.2597,-87.4191,-422.0789
55.254,-436.4926,107.2041,-381.8486
269.2406,58.3977,-52.5303,-442.4175
429.716,-313.0181,175.4852,441.9113
-177.2929,103.0321,245.4086,-371.0578
105.3554,-450.7318,161.4464,141.7954
48.8364,463.0734,-256.3604,-134.5302
306.2586,63.3648,443.6929,218.7108
463.8373,445.6656,-195.2878,-477.2096
2.1446,137.6736,50.0512,-276.7519
-10.2755,-241.3607,-389.7284,292.1545
185.7061,-480.8457,5.9648,-316.2421
151.6063,422.7098,-32.7257,-7.6455
436.9428,419.2508,46.9453,73.7473
226.2941,338.8045,455.1114,243.0355
-343.7383,32.9126,-156.2521,216.5499
-184.2108,-120.5465,-94.4166,-48.5099
74.1446,179.3965,-341.3761,-350.6151
-195.9946,-104.2462,296.9468,243.0562
-408.8644,-372.7371,-236.1302,-492.9055
-325.1007,-353.7517,232.7709,426.4721
151.6859,161.1482,281.4021,-416.8644
130.7898,189.302,-317.0325,101.5392
-442.4242,267.1088,-484.1957,-328.9891
497.1553,302.7019,93.6974,207.1964
-370.0172,-376.0218,130.521,-15.3678
-320.6509,83.0161,-438.391,225.7167
-11.237,493.0377,481.6875,222.8348
161.2853,84.156,461.1878,5.1566
476.2172,371.6192,-392.4196,-498.7071
282.031,-123.2534,-253.037,137.7533
-312.1817,281.2834,338.4485,-93.8284
166.7475,434.8954,304.7852,70.9903
-298.193,-203.0516,-384.4575,83.0972
213.6998,-347.7739,217.2991,454.0906
383.6768,375.7176,250.9445,-171.3314
206.8034,-20.0389,-266.3676,-271.6834
-334.5799,-15.6247,-413.9126,228.2551
185.2147,-440.6776,394.2588,140.0108
349.593,-120.5517,-145.1353,-313.4374
-214.3045,-252.4722,-260.2468,-493.8421
-498.6923,22.2334,89.8731,-282.3981
381.0782,273.6782,397.5211,-147.3081
162.5011,-174.2332,-476.2132,-167.2832
-379.9411,-188.8756,-213.1729,128.8358
13.0805,172.8516,295.2412,419.7445
469.9082,435.8438,-43.9509,-164.0354
-183.5385,-56.8201,-116.2386,-276.616
-420.1194,-16.471,-489.4018,402.0929
296.6208,-259.8238,222.1606,109.6108
333.3202,-295.0799,96.0335,302.4137
46.1351,449.8561,456.8005,-455.5735
374.377,148.8051,-182.9787,282.5346
-198.4989,-388.9163,-347.4899,-211.1661
-53.2365,-18.4734,-298.1939,187.7385
-494.5687,-324.6703,-241.8419,-44.9964
310.3983,442.8546,-275.0769,455.0106
-457.4312,-475.0157,416.1239,287.8421
-388.9138,-397.9014,470.9016,25.5182
-238.8102,446.9603,-200.4101,-274.6894
473.3791,-352.0709,301.9303,447.8459
315.9121,127.2697,-291.3451,168.1649
233.8286,464.8091,-173.6544,391.5591
-385.3229,354.5406,482.0903,-194.7446
-345.9454,-112.7391,197.6119,72.8713
-16.58,406.9117,-323.7934,96.7928
-457.9102,395.4755,467.5076,448.7415
461.4147,-372.6345,-131.5857,-48.0779
-285.0633,-268.1802,88.3977,317.4298
-425.2798,-91.3098,-46.7825,197.7704
-217.5336,422.8363,417.3907,378.4571
-431.6964,-54.6201,248.6692,-19.1543
222.5596,-95.1325,86.2372,-361.4204
179.7609,-83.2336,483.9108,177.6051
338.4336,146.43,54.8538,345.0722
-326.6947,272.75,-135.597,1.9848
244.6551,195.7171,239.2532,336.0366
35.5369,-320.4881,-6.4141,351.3156
367.5696,276.8155,5.9825,226.3164
-474.4804,461.0832,-353.297,78.3549
123.9126,-131.5795,477.205,-335.8912
-445.4808,269.4568,-2.8315,-308.2813
461.048,-347.9343,170.3876,-166.2455
-338.8115,-102.3987,-397.5654,-260.217
324.2113,-50.6834,477.0885,348.7222
-198.0737,-369.7055,-109.4526,51.2407
183.7044,-468.9306,-22.3174,433.1089
31.4843,-209.8924,261.9439,418.2185
-330.5446,152.9785,-172.9573,-247.9551
-289.9584,156.7432,315.3732,90.73
-101.7169,-393.5151,-404.2087,-414.4557
161.2394,-203.7537,-183.578,-39.5683
-343.9618,249.0657,429.4487,-466.7199
-364.1957,-172.9039,-32.3216,-455.7023
81.2434,463.1358,150.7385,394.3862
157.3902,172.4268,-150.6536,8.9373
287.9791,206.0813,-204.4488,-6.6775
-397.4395,-68.2032,329.2697,84.2798
326.8424,-336.0958,396.163,468.9637
-353.5056,-243.3971,-301.6724,-374.0268
86.9192,-488.988,129.836,312.8506
-139.8012,149.2791,-405.8348,304.5031
-467.4312,-167.3385,-150.433,-56.5841
31.9976,217.5126,-89.2061,218.1655
382.0725,207.6498,431.8455,-278.3847
-271.9442,-441.1614,-72.8171,-26.6987
457.823,81.2467,-78.9438,-231.5605
292.9977,467.2688,203.1359,-483.7057
-376.5562,-384.0215,-138.2571,-415.9876
-370.7347,60.4562,-15.9156,-423.5159
-443.7793,-421.0842,-151.7768,-170.8755
-93.2635,331.1186,354.5103,-159.64
264.6168,34.9296,410.3933,124.8654
-339.4935,-94.3509,472.1162,400.6054
-346.0238,-296.7909,422.98,222.0425
276.6577,-401.8628,-488.5658,55.961
316.5293,465.4032,-25.9538,469.5925
220.5648,-323.6342,218.8664,-445.2643
44.0091,308.1901,-467.8373,341.1225
-176.0895,-171.0057,305.7691,-296.7622
-23.9141,-76.7022,-325.442,105.5149
-53.6268,459.057,132.9971,372.5914
452.6299,-403.7031,203.1271,320.8514
217.7797,176.0291,-35.7193,-118.3244
450.4276,-380.1514,133.5511,66.0946
-370.8293,48.9491,-70.7068,-450.3081
442.7666,-401.8841,125.5684,20.8282
430.4838,169.0937,-203.0514,262.6642
367.8914,-255.9393,-322.6563,401.3189
75.6074,60.6248,257.3351,54.9687
-313.1973,-90.7856,-210.3205,-489.3358
216.5144,-391.504,401.9304,-160.7535
15.1579,257.9525,358.8492,-23.6722
-90.9342,303.6469,273.2296,-255.7652
294.4642,-448.9788,-357.0247,344.8998
-115.5362,-51.9486,-355.835,319.2228
91.798,-285.3019,241.7889,138.79
-411.5493,64.186,-210.338,-308.093
132.4385,-140.5654,-212.8726,5.7033
