164.3602,273.9336,380.9755
449.6849,435.0875,30.1957
-251.5031,-355.0439,-463.2961
185.8515,-179.3876,-100.8476
-430.9353,-102.8068,263.5371
-69.2476,-229.1723,336.7952
-314.3727,453.368,-428.8823
-37.1997,-476.4652,70.8646
125.4717,-40.2185,-433.5821
494.1347,73.1013,168.4062
404.986,479.1028,-36.5853
152.8603,-254.3899,220.5845
-451.161,-70.923,-447.8948
128.9632,334.8056,482.2215
-455.7401,162.4552,-492.9072
-157.6891,-316.2957,-179.2841
130.7826,-440.4104,0.6161
115.9714,44.8649,433.8176
-209.9844,309.9237,398.5745
72.425,151.4197,283.6925
-458.0929,14.3445,-57.1246
-156.1028,-378.1501,223.7713
3.0786,477.0955,147.1121
-171.7437,241.4411,494.7174
235.0239,-198.0751,313.082
220.9047,-363.685,-271.9758
-19.2105,252.044,445.9234
460.1224,188.555,-393.1834
282.9555,-277.2709,119.202
-433.1468,432.5219,47.1752
238.0126,-415.986,-417.4605
-342.3448,442.5193,-207.2443
-299.8231,-474.7685,-36.059
-17.5272,-149.0162,30.4414
-51.2205,-28.6401,30.6482
-380.993,298.3755,-148.1647
-453.7289,193.905,-82.6966
89.8839,279.8947,-423.2028
314.354,-55.5851,453.7683
-439.5126,-4.758,-476.1165
-134.1317,-10.2222,250.3699
277.6116,-473.9197,-317.2105
401.3221,405.0106,-125.2816
216.9627,220.5927,366.7762
-284.7243,139.8786,-74.3028
-255.4299,-275.2383,300.6806
-60.7096,447.4756,-212.2217
-260.1509,60.7993,-226.1416
-354.1924,-416.7281,479.2594
-23.6049,-473.5174,-332.3655
-282.3184,287.5912,-162.0751
-405.1294,472.1202,-266.0138
330.2049,-249.8257,-225.0344
391.6684,319.2946,308.9848
-174.9025,156.3763,337.9999
-469.6781,-123.6348,-240.6588
-470.3842,385.5969,-489.1185
-395.2076,-396.0263,406.8486
-99.6625,-456.8588,0.891
247.0464,-110.9748,-331.8252
-204.2472,-448.0053,-160.7771
434.6246,249.104,163.981
496.3094,-231.6736,18.5979
50.9139,154.3906,-479.2613
-470.3761,141.5619,48.9979
453.146,-343.3098,26.4668
-404.8503,375.5528,259.7829
158.9157,41.1493,142.1329
308.7906,200.0678,-368.5602
-150.554,-186.3286,451.6973
-34.0683,50.2496,443.9263
-499.2396,500.0206,-237.4706
228.962,-341.607,-470.3057
-220.446,26.2281,-357.6077
-148.9777,132.6352,123.6811
-367.6714,-364.6004,-235.013
-17.701,441.5587,-342.6472
-111.57,-50.2403,256.4451
376.1538,484.4389,-95.5218
-461.8356,206.5949,-130.5356
25.6896,30.0093,-496.3601
-342.5145,476.9594,-293.5796
-200.7375,9.4964,-78.802
-260.6887,471.1456,437.9548
-98.9062,428.673,443.6417
268.4386,257.0533,270.3509
-478.0691,308.2018,-432.8075
-254.0501,230.2584,-450.9897
384.4688,-276.0946,-166.6294
44.7526,317.7181,-114.2058
-314.9183,-240.3609,-126.7256
430.3733,337.2832,-15.7328
-102.8078,370.2718,-67.7739
-132.4911,-26.2435,-142.795
101.9126,168.5026,308.4243
462.0221,51.0313,466.6182
470.9396,475.7879,-263.8518
-375.9588,288.1858,68.8695
188.6202,376.5579,350.6104
11.4811,132.0036,173.9476
-257.8373,290.2291,-146.6242
-192.9623,-372.2458,-332.1331
60.3988,345.7565,-288.9074
89.857,270.7876,-451.6456
-124.2756,255.6351,-233.9331
38.3512,112.2619,-147.2391
-241.2443,-171.2719,460.2499
-446.2602,120.664,-19.9073
247.96,-255.4595,473.352
257.202,-475.5206,170.4021
154.909,-54.9979,-418.2866
-417.97,-342.3595,363.7848
489.6881,-304.8907,-436.9102
-252.981,28.5542,-158.8449
166.1741,-200.3664,-168.7005
-153.4209,126.2983,110.7626
-431.3576,338.8368,-153.5488
215.0534,-487.3531,462.8094
187.5924,357.9682,439.8698
-32.2967,-418.1461,-427.0345
94.0053,-309.2057,225.9585
171.8548,62.0683,63.7811
428.5636,36.8728,-469.9881
-361.6686,-54.3874,139.9227
300.1941,-95.5178,-136.5968
377.5731,491.3039,-454.5299
-329.3441,53.0796,136.523
-125.7111,301.8784,373.8627
-369.0165,-468.1283,76.0239
155.024,-153.4555,285.2981
-242.5216,-17.2202,475.0201
-434.2266,345.9321,-397.0347
290.3157,179.7815,381.3802
-22.9719,-153.9288,420.1596
-431.1808,254.4525,251.9707
86.9178,-483.1114,114.8959
-97.8349,-269.6477,-153.0956
337.5676,-449.4574,-272.8676
326.4183,-314.4958,-185.5043
-441.6012,152.3446,-78.2285
190.9328,-430.2751,154.7502
-87.6569,240.7196,-277.1344
-258.5311,129.3176,-454.1828
330.9771,437.9086,95.3767
-376.1271,461.7533,-419.6947
201.6339,-316.2777,-498.4208
363.5795,-450.562,483.1172
342.883,-412.7763,-280.082
138.9064,-323.6552,85.2371
-290.7971,-203.5095,444.0706
463.06,-290.0721,432.8899
8.8732,116.8164,-324.7978
-45.1867,-298.2911,-49.8099
85.3298,-342.3111,97.6799
392.3828,-139.7767,155.2872
158.0617,-249.3331,-331.41
154.1241,289.5575,-214.0478
27.924,-351.99,-422.5989
465.5451,70.6612,-373.1988
423.2676,-181.6322,100.2987
225.1697,15.0708,-402.1326
471.5569,188.7739,-371.6966
-302.7736,-208.5147,385.9908
-36.8568,-4.1969,290.7632
-487.4326,294.9567,300.8781
346.3829,-156.1462,-305.1549
460.0309,-288.8187,59.5743
138.8938,237.3237,-71.3483
-212.8627,375.1266,-146.3168
402.0614,378.6602,161.6252
-310.1337,-317.8165,408.9608
245.6526,36.5679,474.6301
267.8975,-471.497,423.0818
-454.7601,-85.44,355.2037
228.0319,-80.5284,268.1024
135.413,213.0537,-118.9983
-193.7015,0.0658,150.7173
-314.7413,2.8289,342.0619
188.6172,-156.6701,-0.6474
-87.1699,-187.5755,141.4786
218.8557,277.5504,-276.3186
-199.3998,295.3513,9.5563
-5.0419,59.838,-165.0839
-398.6397,65.7647,-54.1581
402.4284,265.6733,-436.9614
473.7932,72.6949,353.1184
-49.2127,140.6373,-356.596
342.8216,-130.9988,-3.2067
-387.3492,146.3545,-180.9082
363.3959,42.0464,-42.4236
450.0185,-141.4777,427.6091
-5.5408,-37.4923,-352.8338
198.1252,-361.3881,272.7093
-181.3063,-380.5079,145.0709
205.5453,-106.9167,368.832
-121.5453,-388.5404,-49.2757
48.8267,-468.9424,-36.5353
-131.831,54.1811,384.3543
305.7843,303.5718,-395.0807
332.4865,-275.4126,-250.9879
-141.6648,149.5125,-410.8996
-475.9151,-396.1485,-464.0895
-102.3259,-382.8456,230.3127
-491.0101,-14.5943,-42.1592
368.0958,405.3377,-434.9259
-227.7606,313.2347,-496.1089
147.6723,-475.8635,446.0651
-250.2153,97.4104,325.885
-416.1888,373.0838,-73.0624
-360.9514,-302.8707,404.7245
457.5058,-398.3543,461.6045
208.555,166.0088,-377.8019
241.8822,-388.7693,214.6542
-368.6076,-101.4777,73.8846
330.2288,-305.4089,-206.4472
381.0477,484.3715,108.2097
-94.5864,181.35,-80.5759
61.2123,-351.0893,97.644
48.725,262.9632,-421.9115
-158.3592,-417.3709,38.6439
-215.6097,-447.7981,-73.5093
75.4627,497.3338,437.8337
-68.604,426.3097,232.1641
-197.9403,70.9212,5.2294
83.6877,253.9185,1.7095
-385.245,-213.6872,460.1202
-82.0865,13.6328,317.908
-281.0074,182.5558,-234.7482
44.5939,-382.6842,283.6364
-87.066,-338.2076,500.1394
433.3171,122.6486,342.0145
-182.1448,-0.2821,50.8523
71.6992,29.8221,195.2768
304.3634,-269.1847,450.0303
273.566,343.4334,-434.5151
8.7944,156.2958,453.7658
356.1633,-483.5781,-348.969
-339.5136,-369.5267,444.8483
242.1476,-231.7023,135.0551
325.7007,247.0959,16.1612
-332.75,-496.7794,-180.961
33.2879,-122.341,-147.4532
477.6239,-78.7311,18.6032
-403.417,124.7819,-276.5252
-220.2355,209.1968,-43.7284
-356.4322,-257.1176,98.0407
488.9376,265.8256,-158.7444
112.6056,-26.2629,457.2142
-160.8456,439.3078,-370.9259
-198.8613,15.5485,110.6746
-263.9284,345.0831,-357.4229
-458.0528,-378.2638,-468.9477
63.2363,-229.3462,-441.375
101.1249,427.8122,118.6763
385.63,115.1503,-453.477
-400.6244,12.3412,-116.1796
-479.9848,-70.2283,-265.9702
65.8637,315.9689,-344.6848
344.6762,-446.8742,327.485
-118.579,89.9132,-81.8169
346.5046,298.6513,-151.0666
51.963,-18.4112,-491.965
387.6553,100.1445,152.0591
384.0228,465.3077,-236.0951
-294.4538,-244.0906,-381.1107
27.2734,98.3816,-14.6777
78.249,-475.9533,352.1392
-469.9101,-404.4526,482.345
-39.6446,47.4676,-162.504
126.6718,407.6293,-292.1631
-89.0243,401.4365,-225.2373
-30.3646,-11.947,-278.8009
-469.5359,-226.2161,-175.7581
479.6648,329.1619,22.1225
-77.5759,-110.8813,454.3589
-414.0667,-84.0908,-119.7704
268.9239,-251.9925,-308.2363
-37.8124,-321.7126,496.0307
142.8698,-106.8107,-386.1856
-54.549,357.8179,-133.9578
293.4817,11.743,298.8843
171.9582,393.4707,-419.3042
102.7699,-437.1825,-143.8226
-443.9133,165.3044,261.8252
-284.8044,386.2807,164.9683
-261.3639,-107.4864,95.0192
105.6055,166.2435,-336.5885
156.2671,382.0831,475.8851
-436.2617,289.3371,-36.9986
339.551,-409.6659,421.5058
-7.8277,495.1943,473.4204
493.3839,471.9645,271.1812
386.1544,423.6017,422.8328
60.8301,-261.0199,252.7199
358.8871,117.3657,243.8475
306.1447,-236.1665,-431.6595
-89.2129,-265.0777,-82.6804
-37.6499,-87.7598,223.0354
111.5552,-369.2756,358.5641
-355.2756,250.7558,-188.4489
140.9866,193.3452,-158.2098
-26.7785,-383.6965,-487.0417
-1.5479,440.4216,150.1083
270.7446,88.6238,168.9986
-394.0603,199.9903,-304.7815
44.126,450.9658,-172.2689
-241.4531,-18.8268,265.9268
50.203,-32.5604,-169.4293
-377.6436,358.9874,-173.424
186.6094,-35.9168,-442.7328
-238.7489,210.9152,-55.3696
280.5151,10.9968,-163.4602
-28.7485,-463.553,384.4405
378.3113,354.6624,-3.2456
288.438,401.7598,33.5658
456.6495,-467.7248,-254.3642
45.2824,484.3659,93.7883
372.6116,214.1377,403.9465
-189.4807,100.6372,-433.892
-238.9851,-31.3195,-383.4969
13.3014,-317.949,51.1306
204.9957,-218.78,-10.4245
103.1654,458.0731,449.1894
-188.409,-202.895,-154.8785
450.9049,253.3259,452.653
212.0856,-150.0838,281.0097
-235.8076,152.597,-285.1762
-417.9102,-5.7455,-219.3586
405.8961,318.4548,-43.2157
39.6878,383.8651,-137.3766
-17.7902,-44.6114,-129.0984
-114.5255,8.1879,-284.6744
415.2389,-419.3185,482.7235
-4.1799,407.158,323.1301
-8.3035,349.2597,464.3845
-248.7991,72.5178,286.593
355.9791,-203.4251,-187.2551
197.4089,-443.4558,437.9454
-92.6176,406.9334,432.1775
204.1352,-343.5076,-249.2843
-303.3357,-153.0586,-430.8829
-143.0309,-355.5187,23.6354
-24.0712,-429.3569,-492.2141
73.1794,-381.3339,-466.9032
-25.594,329.3233,297.992
312.7232,99.4434,163.0751
-72.1524,402.9251,-176.3
-449.6033,320.0119,-320.1079
-3.4231,-215.3084,-416.412
394.8674,-291.8359,-229.5869
221.4674,65.3968,219.9975
-307.9542,-456.4738,-183.7446
493.9259,184.2752,-419.6821
56.2911,134.9445,200.6107
195.1845,-302.7749,-354.208
197.4696,108.6111,289.6347
-145.9609,432.8146,31.896
130.1284,-54.3095,232.0235
-431.3472,260.031,-497.9639
-206.5021,-270.8387,-15.097
-77.2013,226.79,108.5705
-233.1524,-156.0882,362.5697
288.9091,68.146,-370.8023
492.2816,-386.5076,-371.697
-13.4137,92.9594,-119.9218
-210.8739,372.4982,-168.3439
422.8803,363.3715,-267.8409
-405.1964,118.4973,206.6063
-336.2907,334.28,-354.1458
3.3005,5.8594,-429.4288
180.5198,-293.4696,-331.5117
349.8971,-415.4477,491.227
4.5189,369.872,376.2665
256.4318,-81.3417,-109.343
-306.4962,254.3747,198.9324
-78.6017,-158.1568,-339.3817
-289.8419,165.0738,-393.0573
372.0886,482.8684,304.5795
-146.9915,-313.0524,39.9612
-17.1123,-389.7952,449.8077
253.4065,133.4161,-233.293
322.1939,255.0868,246.1817
46.2742,277.6552,-222.0453
-499.151,236.1491,254.6484
-334.0355,-276.3885,-274.1624
-305.8857,242.9941,-114.7814
290.2996,-307.7209,242.3248
-277.359,104.5844,420.1442
340.411,430.3765,149.0786
413.311,-198.7807,-175.3258
425.8303,458.0116,-169.0651
-215.3239,182.9674,153.8732
-306.8515,-21.3669,-377.9435
-363.0351,-165.1625,57.9453
484.8771,-188.4234,254.272
-384.5474,67.0525,-37.8966
65.1643,256.3222,15.3363
-420.609,397.8552,132.0569
263.1623,220.7235,201.7588
448.1331,480.2415,0.6006
-293.8018,-249.9875,263.3859
165.605,27.5709,-428.959
-268.6716,173.1715,-284.8135
-48.8733,-432.7269,350.4142
216.336,30.9005,-75.7091
110.8625,-67.7195,-153.1627
299.2444,-97.1992,461.3504
-180.6425,478.9846,-35.9398
409.1344,-291.7753,-74.5658
-105.7592,-304.4475,202.6285
-269.0049,201.3376,279.9551
157.0729,-1.4762,441.225
307.0407,38.9475,390.5126
