-226.5105,443.6923
374.29,135.0181
338.8205,35.121
209.146,-134.0551
162.5553,-439.1827
82.4077,245.6431
-420.249,-276.5257
333.652,348.3787
160.771,167.6078
-291.3834,-7.2053
-398.7188,486.2254
74.889,251.179
-231.5936,474.0759
-348.034,-392.2357
443.138,403.7346
-108.6876,406.0986
409.346,-405.6284
392.8613,486.1857
-99.7503,283.522
117.2782,200.8174
326.7409,142.6687
435.0753,176.192
-52.2904,351.7852
32.9607,25.5199
366.6939,-200.4695
168.8791,27.3345
-68.7264,-174.8392
189.8003,224.6602
-343.3504,234.0455
-187.5152,51.9199
-275.7565,-272.9631
385.8317,82.2983
195.8422,-349.317
140.1435,-62.0834
310.3823,44.7554
228.7341,-138.4019
-431.1291,-369.5428
-167.4294,-138.2181
-393.3024,307.0887
-4.1998,350.7415
-345.4054,-430.9267
-35.2622,-0.5016
-247.4883,121.8561
364.4318,162.3523
97.1993,-493.7739
487.9244,433.619
-411.7993,159.9819
-445.4145,430.216
-320.9077,-368.8516
262.7172,140.0946
161.175,154.4673
-129.4359,200.2768
436.1038,185.0602
-439.1931,-85.7397
-272.746,-179.7944
363.2326,-14.1116
159.4761,-230.8324
-478.6485,238.1296
-482.8638,-317.5056
-122.9571,-399.9055
-228.5734,-40.5713
342.7748,166.8412
446.6722,-447.815
118.2416,-486.3683
-355.1766,-350.4168
375.6292,486.884
341.6404,-1.467
-342.056,352.9631
22.4697,-402.1122
-118.8307,-139.9138
82.808,-373.2642
73.9019,313.2483
-21.5077,404.9194
40.1219,411.3469
-369.1288,-335.6209
-19.7554,-171.8267
-52.1787,423.3512
-183.8564,-427.4648
-129.276,-365.6378
-96.4622,-188.7053
400.3843,347.1815
-388.8521,-107.1112
270.7367,429.0558
-204.1786,-373.8644
-317.1153,213.1483
268.759,-456.2109
-4.4919,-170.5828
-270.6128,-139.6775
-100.9064,210.7446
125.7436,401.525
409.9559,-181.0895
-384.2909,-491.7057
-163.9176,29.511
212.0367,395.914
-460.7321,462.4407
-467.1929,-130.2037
-198.5224,-361.9541
488.0997,140.9641
186.6107,451.462
113.5619,-72.4282
235.3055,495.0902
-340.8949,461.6234
439.9664,140.0989
414.3668,153.6861
236.1415,304.7669
-285.2455,-103.2229
286.4983,135.6054
-213.0529,-290.084
-228.5174,-354.1351
139.3892,169.8018
-496.2897,-451.733
184.6795,247.0747
454.3832,-88.5837
107.9491,24.0415
-278.2902,-442.4886
58.7021,-2.5662
437.5915,-496.4844
73.0092,81.4517
137.8247,-442.891
481.8673,-426.4067
169.805,430.9214
222.5296,251.0786
15.0898,14.1376
244.2864,-102.7298
-47.5319,-476.4689
362.5284,54.3591
486.4558,-96.5459
-479.9416,426.7847
-151.4385,336.073
169.2138,-400.9258
279.0979,36.5992
317.198,-312.8919
-149.4596,-269.778
468.1137,-373.3253
-317.6387,39.0928
240.7711,102.378
-304.111,42.5457
-100.6842,90.5154
-362.2749,-332.0356
-399.1067,-496.7357
-74.4541,359.3572
-418.2134,-121.0545
359.9053,-294.5937
441.006,-417.5819
-291.6212,438.1698
167.8728,77.7549
-435.2352,-339.3406
224.4423,407.0338
468.2099,-338.5974
-36.5905,-127.1759
-122.2146,-297.886
360.1042,-203.4803
54.8762,-119.2785
-294.7267,74.1412
-319.556,181.2337
472.8832,-266.1662
307.9536,199.2886
365.996,213.6114
-168.3836,409.6704
-494.0989,307.9392
-218.0054,64.8513
-431.4522,-181.6338
-158.592,475.6053
241.9825,145.6222
-209.2275,347.7291
500.1885,-175.5083
296.6247,192.3412
-266.6647,-333.1469
157.3518,-280.3865
-138.0893,123.7096
58.1957,-60.1239
323.9287,306.606
119.0768,-331.944
-478.2564,80.9878
-435.2304,85.1023
164.6716,226.2742
372.6863,-214.8998
405.3595,-132.2801
197.2655,-172.1305
396.8826,11.2071
-185.6217,-127.8953
134.0821,63.1808
-69.1005,256.4899
190.8465,-138.5355
-270.1768,197.1191
-10.5184,468.146
72.8073,-469.436
322.5943,-62.1731
-91.5896,377.9899
-389.0616,283.8342
-319.791,89.0562
370.8783,-277.9894
363.3567,138.2501
-430.0822,415.5145
94.6773,-417.7974
-487.114,165.5364
394.9847,-145.5849
-498.2384,203.3213
299.4897,-135.6208
-16.3728,-392.0945
332.78,174.686
-328.6744,219.3469
473.4703,-27.563
-140.2293,-100.3392
137.7019,161.7929
425.801,369.0631
-316.0278,-335.2235
485.0912,87.4886
138.9078,237.5035
369.3605,298.9522
193.2416,52.752
210.9473,-212.4305
-255.0339,-394.5361
33.9448,114.5613
-176.6803,491.1847
-475.1525,288.9454
110.7474,497.2409
-172.8852,-353.5422
90.049,425.6856
-45.1871,-237.0981
-304.2464,-153.0726
-299.9652,354.4305
-186.596,381.1431
75.5696,-428.792
342.9566,-21.2736
470.2871,255.5183
-191.5163,111.0309
-388.0853,43.9937
-89.0481,-363.4365
424.5344,386.0126
256.0863,-151.601
